Supplier_GSTIN,Customer GSTIN,Invoice_Number,Invoice_Date,Tax Rate,Invoice Taxable,Invoice CGST,Invoice SGST,Invoice IGST,Invoice Total_GST,Invoice Total_Amount,Transaction_Type,Document_Type,Origin,Vendor,Ticket_Number,PNR,Ticket/PNR
01AABCI2726B1ZG,29ABCDE1234F5ZC,JK1232405AA78735,5/5/2023,5,37701,0,0,1887,1887,42687,Invoice,INV,IXJ,Indigo,P1I6PH,P1I6PH,P1I6PH
07AABCI2726B1Z4,29ABCDE1234F5ZC,DL1232409BV89570,9/29/2023,5,12214,0,0,610,610,13212,Invoice,INV,DEL,Indigo,ATKCST,ATKCST,ATKCST
23AABCI2726B1ZA,29ABCDE1234F5ZC,MP1232410AJ23178,10/3/2023,5,12048,0,0,602,602,13242,Invoice,INV,IDR,Indigo,"CZDEXN,CZDEXN",CZDEXN,CZDEXN
21AAECT8346F1ZG,29ABCDE1234F5ZC,I210000000785322,4/29/2023,5,11659,0,0,583,583,12950,Invoice,INV,BBI,Vistara,1189030594,QJUF5U,1189030594
07AABCI2726B1Z4,29ABCDE1234F5ZC,DL1232406AS54230,6/13/2023,5,12033,0,0,602,602,13023,Invoice,INV,DEL,Indigo,"L2D1HE,L2D1HE",L2D1HE,L2D1HE
07AABCI2726B1Z4,29ABCDE1234F5ZC,DL1232406AR18912,6/8/2023,5,11967,0,0,598,598,12953,Invoice,INV,DEL,Indigo,HSZ76T,HSZ76T,HSZ76T
07AACCR1459F1ZI,29ABCDE1234F5ZC,40724/0000016762,5/19/2023,0,11922,0,0,0,0,12310,Invoice,BOS,DEL,Spicejet,EBNJ2J,EBNJ2J,EBNJ2J
07AABCI2726B1Z4,29ABCDE1234F5ZC,DL1232410CA20546,10/14/2023,,0,0,0,0,0,12954,Invoice,INV,DEL,Indigo,PV432Q,PV432Q,PV432Q
27AABCI2726B1Z2,29ABCDE1234F5ZC,MH1232408BT46347,8/23/2023,5,11930,0,0,597,597,12881,Invoice,INV,BOM,Indigo,DR3ZQZ,DR3ZQZ,DR3ZQZ
07AABCI2726B1Z4,29ABCDE1234F5ZC,DL1232410CD85614,10/27/2023,5,24936,0,0,1246,1246,26958,Invoice,INV,DEL,Indigo,YQBL5S,YQBL5S,YQBL5S
27AABCI2726B1Z2,29ABCDE1234F5ZC,MH1232410CK77797,10/12/2023,5,12561,0,0,628,628,13882,Invoice,INV,PNQ,Indigo,JW9IMI,JW9IMI,JW9IMI
19AACCR1459F1ZD,29ABCDE1234F5ZC,41924/0000028727,5/6/2023,0,11743,0,0,0,0,12776,Invoice,BOS,IXB,Spicejet,Q9597F,Q9597F,Q9597F
29AABCI2726B1ZY,29ABCDE1234F5ZC,KA1232410BR06496,10/12/2023,5,24924,0,0,1246,1246,27704,Invoice,INV,BLR,Indigo,IVG76N,IVG76N,IVG76N
07AABCI2726B1Z4,29ABCDE1234F5ZC,DL1232405AL52789,5/17/2023,5,94,0,0,5,5,99,Invoice,INV,DEL,Indigo,KQ11SM,KQ11SM,KQ11SM
07AABCI2726B1Z4,29ABCDE1234F5ZC,DL1232405AK01597,5/11/2023,5,24712,0,0,1236,1236,26724,Invoice,INV,DEL,Indigo,KQ11SM,KQ11SM,KQ11SM
07AABCI2726B1Z4,29ABCDE1234F5ZC,DL1232405AK15577,5/11/2023,5,11785,0,0,589,589,12762,Invoice,INV,DEL,Indigo,XTYU9D,XTYU9D,XTYU9D
07AABCI2726B1Z4,29ABCDE1234F5ZC,DL1232405AI29511,5/4/2023,,0,0,0,0,0,99,Invoice,INV,DEL,Indigo,WRJGNJ,WRJGNJ,WRJGNJ
07AABCI2726B1Z4,29ABCDE1234F5ZC,DL1232405AH99060,5/3/2023,,0,0,0,0,0,12118,Invoice,INV,DEL,Indigo,WRJGNJ,WRJGNJ,WRJGNJ
07AACCR1459F1ZI,29ABCDE1234F5ZC,10724/0000534248,10/14/2023,5,11850,0,0,593,593,12831,Invoice,INV,DEL,Spicejet,RB14KC,RB14KC,RB14KC
19AABCI2726B1ZZ,29ABCDE1234F5ZC,WB1232405AF41878,5/18/2023,,0,0,0,0,0,13225,Invoice,INV,IXB,Indigo,LLGJ5Y,LLGJ5Y,LLGJ5Y
07AABCI2726B1Z4,29ABCDE1234F5ZC,DL1232404AC41416,4/11/2023,5,11594,0,0,580,580,12562,Invoice,INV,DEL,Indigo,DQTU4T,DQTU4T,DQTU4T
27AABCI2726B1Z2,29ABCDE1234F5ZC,MH1232410CN61284,10/20/2023,5,12127,0,0,606,606,13087,Invoice,INV,BOM,Indigo,V4F33R,V4F33R,V4F33R
07AABCI2726B1Z4,29ABCDE1234F5ZC,DL1232409BV70435,9/28/2023,5,11440,0,0,572,572,12400,Invoice,INV,DEL,Indigo,KNE2SL,KNE2SL,KNE2SL
18AABCI2726B1Z1,29ABCDE1234F5ZC,AS1232405AC06219,5/21/2023,,0,0,0,0,0,12363,Invoice,INV,DIB,Indigo,"BKR3ML,BKR3ML",BKR3ML,BKR3ML
36AABCI2726B1Z3,29ABCDE1234F5ZC,TS1232410BB66271,10/19/2023,5,24334,0,0,1216,1216,27674,Invoice,INV,HYD,Indigo,OVJSKQ,OVJSKQ,OVJSKQ
36AABCI2726B1Z3,29ABCDE1234F5ZC,TS1232410BC93477,10/29/2023,5,11977,0,0,599,599,13638,Invoice,INV,HYD,Indigo,LPK4QF,LPK4QF,LPK4QF
36AABCI2726B1Z3,29ABCDE1234F5ZC,TS1232410BB61681,10/19/2023,5,11977,0,0,599,599,13638,Invoice,INV,HYD,Indigo,FV1RKQ,FV1RKQ,FV1RKQ
24AABCI2726B1Z8,29ABCDE1234F5ZC,GJ1232408AN78687,8/23/2023,5,22576,0,0,1128,1128,25770,Invoice,INV,STV,Indigo,ILM26L,ILM26L,ILM26L
23AACCR1459F1ZO,29ABCDE1234F5ZC,12324/0000008943,6/1/2023,5,11238,0,0,562,562,12738,Invoice,INV,GWL,Spicejet,C76BGY,C76BGY,C76BGY
23AACCN6194P1ZX,29ABCDE1234F5ZC,232422BP08AAA111,8/31/2023,5,4000,0,0,200,200,4200,Invoice,DB,IDR,Air India,1095778657,6CGC4L,1095778657
27AABCI2726B1Z2,29ABCDE1234F5ZC,MH1232405AP47416,5/22/2023,5,94,0,0,5,5,99,Invoice,INV,NAG,Indigo,RZHJ5H,RZHJ5H,RZHJ5H
27AABCI2726B1Z2,29ABCDE1234F5ZC,MH1232405AP17754,5/21/2023,5,11294,0,0,565,565,12540,Invoice,INV,NAG,Indigo,RZHJ5H,RZHJ5H,RZHJ5H
27AABCI2726B1Z2,29ABCDE1234F5ZC,MH1232405AQ23979,5/25/2023,5,11863,0,0,594,594,13150,Invoice,INV,PNQ,Indigo,AVF4PX,AVF4PX,AVF4PX
27AABCI2726B1Z2,29ABCDE1234F5ZC,MH1232405AQ86611,5/27/2023,5,476,0,0,24,24,500,Invoice,INV,PNQ,Indigo,AVF4PX,AVF4PX,AVF4PX
18AABCI2726B1Z1,29ABCDE1234F5ZC,AS1232406AC88961,6/10/2023,,0,0,0,0,0,12019,Invoice,INV,GAU,Indigo,"JZVD6U,JZVD6U",JZVD6U,JZVD6U
29AABCI2726B1ZY,29ABCDE1234F5ZC,KA1232410BQ73207,10/11/2023,5,35670,0,0,1785,1785,39756,Invoice,INV,BLR,Indigo,BVMTPN,BVMTPN,BVMTPN
29AABCI2726B1ZY,29ABCDE1234F5ZC,KA1232410BU20111,10/27/2023,5,380,0,0,18,18,398,Invoice,INV,BLR,Indigo,BVMTPN,BVMTPN,BVMTPN
07AACCN6194P2ZQ,29ABCDE1234F5ZC,072412BP06AAS681,6/23/2023,5,10900,0,0,545,545,11445,Invoice,INV,DEL,Air India,1095778633,5F34P3,1095778633
10AACCN6194P2Z3,29ABCDE1234F5ZC,102412BP05AAA740,5/31/2023,5,10900,0,0,545,545,11445,Invoice,INV,PAT,Air India,1095778612,6N8MS2,1095778612
07AACCN6194P2ZQ,29ABCDE1234F5ZC,072422BP02AAD952,2/29/1924,5,3000,0,0,150,150,3150,Invoice,DB,DEL,Air India,1095778633,5F34P3,1095778633
08AABCI2726B1Z2,29ABCDE1234F5ZC,RJ1232409AH68723,9/1/2023,,0,0,0,0,0,11887,Invoice,INV,JAI,Indigo,"SUCW8D,SUCW8D",SUCW8D,SUCW8D
07AABCI2726B1Z4,29ABCDE1234F5ZC,DL1232406AU24974,6/19/2023,5,11169,0,0,558,558,12115,Invoice,INV,DEL,Indigo,ZZYTMN,ZZYTMN,ZZYTMN
07AABCI2726B1Z4,29ABCDE1234F5ZC,DL1232405AL46014,5/17/2023,5,190,0,0,9,9,199,Invoice,INV,DEL,Indigo,ENIC9C,ENIC9C,ENIC9C
07AABCI2726B1Z4,29ABCDE1234F5ZC,DL1232405AL17236,5/16/2023,5,11161,0,0,558,558,12107,Invoice,INV,DEL,Indigo,ENIC9C,ENIC9C,ENIC9C
27AABCI2726B1Z2,29ABCDE1234F5ZC,MH1232408BO94194,8/10/2023,5,11092,0,0,555,555,12001,Invoice,INV,BOM,Indigo,EQB3HM,EQB3HM,EQB3HM
07AAECT8346F1Z6,29ABCDE1234F5ZC,I070000014716388,5/14/2023,5,10781,0,0,539,539,11709,Invoice,INV,DEL,Vistara,1189030624,QHMD3S,1189030624
24AABCI2726B1Z8,29ABCDE1234F5ZC,GJ1232405AE05406,5/16/2023,5,11029,0,0,551,551,12518,Invoice,INV,RAJ,Indigo,L2RLYR,L2RLYR,L2RLYR
07AABCI2726B1Z4,29ABCDE1234F5ZC,DL1232406AP69894,6/2/2023,5,11063,0,0,553,553,12004,Invoice,INV,DEL,Indigo,RSIQVW,RSIQVW,RSIQVW
09AAECT8346F5ZY,29ABCDE1234F5ZC,I090000001006707,5/20/2023,5,6315,0,0,547,547,12183,Invoice,INV,VNS,Vistara,1130842559,5ESY3K,1130842559
23AABCI2726B1ZA,29ABCDE1234F5ZC,MP1232405AB78996,5/9/2023,5,11059,0,0,553,553,12204,Invoice,INV,IDR,Indigo,AUYP2X,AUYP2X,AUYP2X
07AABCI2726B1Z4,29ABCDE1234F5ZC,DL1232406AP51457,6/1/2023,5,11053,0,0,553,553,11994,Invoice,INV,DEL,Indigo,ZPE3WS,ZPE3WS,ZPE3WS
07AABCI2726B1Z4,29ABCDE1234F5ZC,DL1232405AK20937,5/12/2023,5,11611,0,0,581,581,12580,Invoice,INV,DEL,Indigo,CZ9JMH,CZ9JMH,CZ9JMH
07AABCI2726B1Z4,29ABCDE1234F5ZC,DL1232406AR41835,6/9/2023,5,11023,0,0,551,551,11962,Invoice,INV,DEL,Indigo,AT5LFQ,AT5LFQ,AT5LFQ
07AABCI2726B1Z4,29ABCDE1234F5ZC,DL1232409BV82291,9/28/2023,5,190,0,0,9,9,199,Invoice,INV,DEL,Indigo,UQ2Q6C,UQ2Q6C,UQ2Q6C
07AABCI2726B1Z4,29ABCDE1234F5ZC,DL1232409BV50903,9/27/2023,5,11023,0,0,551,551,11962,Invoice,INV,DEL,Indigo,UQ2Q6C,UQ2Q6C,UQ2Q6C
07AACCR1459F1ZI,29ABCDE1234F5ZC,10724/0000514694,10/9/2023,5,11097,0,0,555,555,12040,Invoice,INV,DEL,Spicejet,ZIF94X,ZIF94X,ZIF94X
07AACCR1459F1ZI,29ABCDE1234F5ZC,10724/0000579733,10/31/2023,5,11097,0,0,555,555,12040,Invoice,INV,DEL,Spicejet,XD51RM,XD51RM,XD51RM
37AACCN6194P2ZN,29ABCDE1234F5ZC,372412BP09AAB048,9/15/2023,5,10870,0,0,544,544,11414,Invoice,INV,VGA,Air India,1095778694,5BA34U,1095778694
07AABCI2726B1Z4,29ABCDE1234F5ZC,DL1232405AJ45948,5/9/2023,5,10993,0,0,550,550,11931,Invoice,INV,DEL,Indigo,P1KG8E,P1KG8E,P1KG8E
27AABCI2726B1Z2,29ABCDE1234F5ZC,MH1232405AL11814,5/8/2023,5,11550,0,0,578,578,12809,Invoice,INV,NAG,Indigo,Q1GQSH,Q1GQSH,Q1GQSH
27AABCI2726B1Z2,29ABCDE1234F5ZC,MH1232405AL43839,5/9/2023,5,94,0,0,5,5,99,Invoice,INV,NAG,Indigo,Q1GQSH,Q1GQSH,Q1GQSH
14AABCI2726B1Z9,29ABCDE1234F5ZC,MN1232404AA11829,4/13/2023,,0,0,0,0,0,11409,Invoice,INV,IMF,Indigo,"RNFM4S,RNFM4S",RNFM4S,RNFM4S
07AABCI2726B1Z4,29ABCDE1234F5ZC,DL1232407BB14911,7/17/2023,5,32748,0,0,1638,1638,35550,Invoice,INV,DEL,Indigo,MNBQ4V,MNBQ4V,MNBQ4V
19AABCI2726B1ZZ,29ABCDE1234F5ZC,WB1232406AI79662,6/15/2023,5,10887,0,0,544,544,12390,Invoice,INV,CCU,Indigo,YUG25A,YUG25A,YUG25A
14AABCI2726B1Z9,29ABCDE1234F5ZC,MN1232409AB24992,9/1/2023,,0,0,0,0,0,11899,Invoice,INV,IMF,Indigo,"NLTEVB,NLTEVB",NLTEVB,NLTEVB
07AABCI2726B1Z4,29ABCDE1234F5ZC,DL1232405AK20245,5/12/2023,5,10896,0,0,545,545,11829,Invoice,INV,DEL,Indigo,CM75KI,CM75KI,CM75KI
07AABCI2726B1Z4,29ABCDE1234F5ZC,DL1232405AK87371,5/15/2023,5,190,0,0,9,9,199,Invoice,INV,DEL,Indigo,CM75KI,CM75KI,CM75KI
30AALCA4699P2ZZ,29ABCDE1234F5ZC,IGOI231000003957,10/4/2023,5,10898,0,0,545,545,12187,Invoice,INV,GOI,Air Asia,Q5BJUW,Q5BJUW,Q5BJUW
07AABCI2726B1Z4,29ABCDE1234F5ZC,DL1232410BZ59193,10/12/2023,5,11376,0,0,569,569,12333,Invoice,INV,DEL,Indigo,D4D2RB,D4D2RB,D4D2RB
07AACCR1459F1ZI,29ABCDE1234F5ZC,10724/0000191500,6/5/2023,5,10815,0,0,541,541,11744,Invoice,INV,DEL,Spicejet,O82LKY,O82LKY,O82LKY
24AACCR1459F1ZM,29ABCDE1234F5ZC,12424/0000071406,9/29/2023,5,10723,0,0,536,536,11702,Invoice,INV,IXY,Spicejet,PI9ZXK,PI9ZXK,PI9ZXK
07AABCI2726B1Z4,29ABCDE1234F5ZC,DL1232406AQ04469,6/4/2023,5,33870,0,0,1695,1695,36729,Invoice,INV,DEL,Indigo,DNH5PS,DNH5PS,DNH5PS
07AABCI2726B1Z4,29ABCDE1234F5ZC,DL1232408BK97495,8/22/2023,5,10700,0,0,535,535,11623,Invoice,INV,DEL,Indigo,LUWLRQ,LUWLRQ,LUWLRQ
07AABCI2726B1Z4,29ABCDE1234F5ZC,DL1232408BF84009,8/4/2023,5,11240,0,0,562,562,12190,Invoice,INV,DEL,Indigo,N21KFH,N21KFH,N21KFH
07AABCI2726B1Z4,29ABCDE1234F5ZC,DL1232406AR36147,6/8/2023,5,10669,0,0,533,533,11590,Invoice,INV,DEL,Indigo,VZ6N4K,VZ6N4K,VZ6N4K
07AABCI2726B1Z4,29ABCDE1234F5ZC,DL1232406AU11957,6/19/2023,,0,0,0,0,0,11007,Invoice,INV,DEL,Indigo,O2U87B,O2U87B,O2U87B
27AACCR1459F1ZG,29ABCDE1234F5ZC,12724/0000422409,10/30/2023,5,10728,0,0,537,537,11619,Invoice,INV,BOM,Spicejet,U6L4KB,U6L4KB,U6L4KB
24AABCI2726B1Z8,29ABCDE1234F5ZC,GJ1232405AE78565,5/24/2023,5,10635,0,0,532,532,11698,Invoice,INV,AMD,Indigo,LTCZPD,LTCZPD,LTCZPD
24AABCI2726B1Z8,29ABCDE1234F5ZC,GJ1232405AD61060,5/11/2023,5,10635,0,0,532,532,11698,Invoice,INV,AMD,Indigo,EWYKVC,EWYKVC,EWYKVC
07AALCA4699P1ZP,29ABCDE1234F5ZC,BDEL230600086173,6/24/2023,0,10587,0,0,0,0,10975,Invoice,BOS,DEL,Air Asia,E3S4UJ,E3S4UJ,E3S4UJ
07AABCI2726B1Z4,29ABCDE1234F5ZC,DL1232405AM34295,5/20/2023,5,10528,0,0,526,526,11442,Invoice,INV,DEL,Indigo,GSKMVT,GSKMVT,GSKMVT
24AABCI2726B1Z8,29ABCDE1234F5ZC,GJ1232404AC28171,4/26/2023,5,10454,0,0,523,523,11508,Invoice,INV,AMD,Indigo,NU4WQA,NU4WQA,NU4WQA
07AABCI2726B1Z4,29ABCDE1234F5ZC,DL1232406AU55776,6/21/2023,5,10448,0,0,522,522,11358,Invoice,INV,DEL,Indigo,BWNJ4M,BWNJ4M,BWNJ4M
07AABCI2726B1Z4,,DL1232406AU55848,6/21/2023,5,10448,0,0,522,522,11358,Invoice,INV,DEL,Indigo,BZPM7E,BZPM7E,BZPM7E
22AAECT8346F1ZE,,I220000000403683,7/20/2023,5,10139,0,0,507,507,11472,Invoice,INV,RPR,Vistara,1189030716,TA6DLW,1189030716
19AABCI2726B1ZZ,,WB1232406AK44098,6/30/2023,,0,0,0,0,0,11375,Invoice,INV,IXB,Indigo,O11WGX,O11WGX,O11WGX
10AABCI2726B1ZH,,BR1232410AH32732,10/12/2023,5,22840,0,0,1142,1142,24936,Invoice,INV,PAT,Indigo,"JT97SW,JT97SW",JT97SW,JT97SW
07AABCI2726B1Z4,,DL1232407BA44592,7/14/2023,5,20696,0,0,1034,1034,22506,Invoice,INV,DEL,Indigo,HNUWUV,HNUWUV,HNUWUV
07AABCI2726B1Z4,,DL1232406AV49619,6/24/2023,5,20696,0,0,1034,1034,22506,Invoice,INV,DEL,Indigo,TM214Y,TM214Y,TM214Y
07AABCI2726B1Z4,,DL1232406AV48734,6/24/2023,5,10348,0,0,517,517,11253,Invoice,INV,DEL,Indigo,SKHMUR,SKHMUR,SKHMUR
29AABCI2726B1ZY,,KA1222309BC47471,9/11/2022,5,10347,0,0,517,517,11513,Invoice,INV,BLR,Indigo,EQ5B7Q,EQ5B7Q,EQ5B7Q
08AABCI2726B1Z2,,RJ1232404AA50882,4/11/2023,,0,0,0,0,0,21556,Invoice,INV,UDR,Indigo,"T2LZ9B,T2LZ9B",T2LZ9B,T2LZ9B
24AACCR1459F1ZM,29ABCDE1234F5ZC,12424/0000084827,10/19/2023,5,10328,0,0,516,516,11287,Invoice,INV,IXY,Spicejet,TGM4VQ,TGM4VQ,TGM4VQ
07AABCI2726B1Z4,29ABCDE1234F5ZC,DL1232406AT72451,6/17/2023,5,10326,0,0,516,516,11230,Invoice,INV,DEL,Indigo,URGT9J,URGT9J,URGT9J
07AABCI2726B1Z4,29ABCDE1234F5ZC,DL1232410BZ00849,10/10/2023,5,10720,0,0,536,536,11644,Invoice,INV,DEL,Indigo,FMLQ7Y,FMLQ7Y,FMLQ7Y
07AABCI2726B1Z4,29ABCDE1234F5ZC,DL1232410CD70520,10/27/2023,,0,0,0,0,0,11183,Invoice,INV,DEL,Indigo,KP33QV,KP33QV,KP33QV
07AALCA4699P1ZP,29ABCDE1234F5ZC,BDEL230500106891,5/30/2023,0,10244,0,0,0,0,10632,Invoice,BOS,DEL,Air Asia,N5MEXG,N5MEXG,N5MEXG
27AABCI2726B1Z2,29ABCDE1234F5ZC,MH1232404AF35142,4/19/2023,5,10253,0,0,513,513,11120,Invoice,INV,BOM,Indigo,GMCE9F,GMCE9F,GMCE9F
27AABCI2726B1Z2,29ABCDE1234F5ZC,MH1232405AK29415,5/5/2023,5,10253,0,0,513,513,11120,Invoice,INV,BOM,Indigo,R2ZRFE,R2ZRFE,R2ZRFE
19AABCI2726B1ZZ,29ABCDE1234F5ZC,WB1232410AY74944,10/19/2023,5,190,0,0,9,9,199,Invoice,INV,CCU,Indigo,PWUYXI,PWUYXI,PWUYXI
19AABCI2726B1ZZ,29ABCDE1234F5ZC,WB1232410AX92349,10/12/2023,5,10812,0,0,541,541,12312,Invoice,INV,CCU,Indigo,PWUYXI,PWUYXI,PWUYXI
30AABCI2726B1ZF,29ABCDE1234F5ZC,GA1232409AI09633,9/4/2023,,0,0,0,0,0,10955,Invoice,INV,GOX,Indigo,"UU9Y8D,UU9Y8D",UU9Y8D,UU9Y8D
07AABCI2726B1Z4,29ABCDE1234F5ZC,DL1232405AN34268,5/24/2023,5,94,0,0,5,5,99,Invoice,INV,DEL,Indigo,"HNVTTS,HNVTTS",HNVTTS,HNVTTS
07AABCI2726B1Z4,29ABCDE1234F5ZC,DL1232405AM35047,5/20/2023,5,10277,0,0,514,514,11179,Invoice,INV,DEL,Indigo,"HNVTTS,HNVTTS",HNVTTS,HNVTTS
07AABCI2726B1Z4,29ABCDE1234F5ZC,DL1232406AP34813,6/1/2023,5,10177,0,0,509,509,11074,Invoice,INV,DEL,Indigo,JQHD5J,JQHD5J,JQHD5J
29AALCA4699P1ZJ,29ABCDE1234F5ZC,IBLR230600104573,6/21/2023,5,10172,0,0,509,509,11448,Invoice,INV,BLR,Air Asia,P78ZPQ,P78ZPQ,P78ZPQ
09AABCI2726B1Z0,29ABCDE1234F5ZC,UP1232409AO26433,9/26/2023,5,10186,0,0,509,509,11816,Invoice,INV,LKO,Indigo,LMKC7L,LMKC7L,LMKC7L
24AACCR1459F1ZM,29ABCDE1234F5ZC,12424/0000021857,5/24/2023,5,10183,0,0,509,509,11135,Invoice,INV,IXY,Spicejet,PF1V3Q,PF1V3Q,PF1V3Q
29AABCI2726B1ZY,29ABCDE1234F5ZC,KA1232404AD87987,4/20/2023,5,10751,0,0,538,538,12056,Invoice,INV,BLR,Indigo,KNKFJS,KNKFJS,KNKFJS
29AABCI2726B1ZY,29ABCDE1234F5ZC,KA1232404AC55256,4/13/2023,5,10180,0,0,509,509,11456,Invoice,INV,BLR,Indigo,SJI9MR,SJI9MR,SJI9MR
27AABCI2726B1Z2,29ABCDE1234F5ZC,MH1232405AM00449,5/11/2023,5,20256,0,0,1012,1012,22154,Invoice,INV,SAG,Indigo,ERC49T,ERC49T,ERC49T
07AABCI2726B1Z4,29ABCDE1234F5ZC,DL1232406AV52247,6/24/2023,,0,0,0,0,0,10496,Invoice,INV,DEL,Indigo,WMW9RL,WMW9RL,WMW9RL
24AABCI2726B1Z8,29ABCDE1234F5ZC,GJ1232405AD15750,5/5/2023,5,10822,0,0,541,541,12396,Invoice,INV,STV,Indigo,XWHGSF,XWHGSF,XWHGSF
30AABCI2726B1ZF,29ABCDE1234F5ZC,GA1232407AF32463,7/19/2023,5,10697,0,0,535,535,11975,Invoice,INV,GOI,Indigo,GU7JYQ,GU7JYQ,GU7JYQ
07AACCR1459F1ZI,29ABCDE1234F5ZC,40724/0000050453,8/30/2023,0,10094,0,0,0,0,10482,Invoice,BOS,DEL,Spicejet,BB5BFM,BB5BFM,BB5BFM
18AABCI2726B1Z1,29ABCDE1234F5ZC,AS1222306AD42009,6/30/1922,,0,0,0,0,0,99,Invoice,INV,GAU,Indigo,ARKENK,ARKENK,ARKENK
07AAECT8346F1Z6,29ABCDE1234F5ZC,I070000014887023,5/31/2023,5,9799,0,0,490,490,10678,Invoice,INV,DEL,Vistara,1189030641,VQM5GM,1189030641
07AAECT8346F1Z6,29ABCDE1234F5ZC,I070000014887022,5/31/2023,5,9799,0,0,490,490,10678,Invoice,INV,DEL,Vistara,1189030640,VQM5GM,1189030640
07AAECT8346F1Z6,29ABCDE1234F5ZC,I070000014973959,6/8/2023,5,9799,0,0,490,490,10678,Invoice,INV,DEL,Vistara,1189030657,RILIXM,1189030657
07AABCI2726B1Z4,29ABCDE1234F5ZC,DL1232405AO48163,5/29/2023,5,20460,0,0,1022,1022,22258,Invoice,INV,DEL,Indigo,BT714N,BT714N,BT714N
07AABCI2726B1Z4,29ABCDE1234F5ZC,DL1232406AR60747,6/9/2023,5,10040,0,0,502,502,10930,Invoice,INV,DEL,Indigo,RUP2PA,RUP2PA,RUP2PA
23AABCI2726B1ZA,29ABCDE1234F5ZC,MP1232410AJ55424,10/9/2023,5,10443,0,0,522,522,11557,Invoice,INV,IDR,Indigo,CWC26S,CWC26S,CWC26S
27AAECT8346F1Z4,29ABCDE1234F5ZC,I270000009808275,8/12/2023,5,9749,0,0,488,488,10591,Invoice,INV,BOM,Vistara,1189030751,QIXGT7,1189030751
33AAECT8346F1ZB,29ABCDE1234F5ZC,I330000001493370,4/6/2023,5,9700,0,0,485,485,10834,Invoice,INV,CJB,Vistara,1189030555,UTRDL7,1189030555
07AABCI2726B1Z4,29ABCDE1234F5ZC,DL1232406AV75902,6/26/2023,5,9907,0,0,495,495,10790,Invoice,INV,DEL,Indigo,CN9ZYV,CN9ZYV,CN9ZYV
08AABCI2726B1Z2,29ABCDE1234F5ZC,RJ1232410AK91620,10/28/2023,5,188,5,5,0,10,198,Invoice,INV,JDH,Indigo,NMBDQB,NMBDQB,NMBDQB
08AABCI2726B1Z2,29ABCDE1234F5ZC,RJ1232410AK73457,10/25/2023,5,21554,539,539,0,1078,24508,Invoice,INV,JDH,Indigo,NMBDQB,NMBDQB,NMBDQB
07AABCI2726B1Z4,29ABCDE1234F5ZC,DL1232410CE33491,10/29/2023,5,10511,0,0,526,526,11425,Invoice,INV,DEL,Indigo,XPP8TV,XPP8TV,XPP8TV
18AACCN6194P1ZO,29ABCDE1234F5ZC,182372BP05AAA218,5/31/1922,0,9763,,,,0,10176,Invoice,BOS,IXS,Air India,3904574286,5JWIN4,3904574286
07AAECT8346F1Z6,29ABCDE1234F5ZC,I070000015798117,8/16/2023,5,9649,0,0,483,483,10521,Invoice,INV,DEL,Vistara,1189030758,O2WK5S,1189030758
09AABCI2726B1Z0,29ABCDE1234F5ZC,UP1232406AG76029,6/28/2023,5,9908,0,0,495,495,10831,Invoice,INV,LKO,Indigo,A1C83R,A1C83R,A1C83R
29AAECT8346F1Z0,29ABCDE1234F5ZC,I290000003453477,5/28/2023,12,9645,0,0,1158,1158,11570,Invoice,INV,BLR,Vistara,1189030637,N9VXLW,1189030637
07AABCI2726B1Z4,29ABCDE1234F5ZC,DL1232406AU55998,6/21/2023,5,19872,0,0,994,994,21642,Invoice,INV,DEL,Indigo,"C2VJWB,C2VJWB",C2VJWB,C2VJWB
10AABCI2726B1ZH,29ABCDE1234F5ZC,BR1232406AC73860,6/14/2023,5,9884,0,0,494,494,10855,Invoice,INV,PAT,Indigo,KRJ3FW,KRJ3FW,KRJ3FW
07AABCI2726B1Z4,29ABCDE1234F5ZC,DL1232409BW35617,9/30/2023,5,9883,0,0,494,494,10765,Invoice,INV,DEL,Indigo,Q4BVXE,Q4BVXE,Q4BVXE
07AABCI2726B1Z4,29ABCDE1234F5ZC,DL1232410BX11861,10/3/2023,5,2619,0,0,131,131,2750,Invoice,INV,DEL,Indigo,Q4BVXE,Q4BVXE,Q4BVXE
10AABCI2726B1ZH,29ABCDE1234F5ZC,BR1232410AH32697,10/12/2023,5,21504,0,0,1076,1076,23534,Invoice,INV,PAT,Indigo,"JP3W8S,JP3W8S",JP3W8S,JP3W8S
27AABCI2726B1Z2,29ABCDE1234F5ZC,MH1232407BC40334,7/3/2023,5,9858,0,0,493,493,11032,Invoice,INV,NAG,Indigo,PTDLNT,PTDLNT,PTDLNT
07AABCI2726B1Z4,29ABCDE1234F5ZC,DL1232406AP50412,6/1/2023,5,190,0,0,9,9,199,Invoice,INV,DEL,Indigo,YPTFTC,YPTFTC,YPTFTC
07AABCI2726B1Z4,29ABCDE1234F5ZC,DL1232405AO70443,5/29/2023,5,9843,0,0,492,492,10723,Invoice,INV,DEL,Indigo,YPTFTC,YPTFTC,YPTFTC
24AABCI2726B1Z8,29ABCDE1234F5ZC,GJ1232404AC27115,4/26/2023,5,19686,0,0,984,984,21556,Invoice,INV,STV,Indigo,"KZYWNX,KZYWNX",KZYWNX,KZYWNX
27AABCI2726B1Z2,29ABCDE1234F5ZC,MH1232409CE83886,9/25/2023,5,10405,0,0,521,521,11607,Invoice,INV,NAG,Indigo,NW8BMI,NW8BMI,NW8BMI
